<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2017/5/16,13:47:00,97.265,97.285,97.260,97.280,56
2017/5/16,13:48:00,97.275,97.280,97.270,97.275,12
2017/5/16,13:49:00,97.270,97.270,97.245,97.245,76
2017/5/16,13:50:00,97.240,97.250,97.240,97.240,42
2017/5/16,13:51:00,97.240,97.250,97.235,97.240,49
2017/5/16,13:52:00,97.235,97.235,97.220,97.225,87
2017/5/16,13:53:00,97.230,97.250,97.230,97.245,54
2017/5/16,13:54:00,97.240,97.250,97.235,97.235,62
2017/5/16,13:55:00,97.240,97.240,97.210,97.225,75
2017/5/16,13:56:00,97.225,97.230,97.220,97.230,23
2017/5/16,13:57:00,97.225,97.235,97.225,97.235,21
2017/5/16,13:58:00,97.230,97.240,97.230,97.240,12
2017/5/16,13:59:00,97.240,97.240,97.230,97.230,23
2017/5/16,14:00:00,97.225,97.235,97.225,97.235,14
2017/5/16,14:01:00,97.225,97.235,97.225,97.230,55
2017/5/16,14:02:00,97.230,97.230,97.220,97.230,21
2017/5/16,14:03:00,97.235,97.245,97.235,97.245,84
2017/5/16,14:04:00,97.245,97.250,97.235,97.235,24
2017/5/16,14:05:00,97.230,97.235,97.220,97.235,73
2017/5/16,14:06:00,97.235,97.245,97.235,97.235,49
2017/5/16,14:07:00,97.235,97.240,97.235,97.240,36
2017/5/16,14:08:00,97.240,97.240,97.235,97.240,15
2017/5/16,14:09:00,97.240,97.245,97.235,97.245,33
2017/5/16,14:10:00,97.240,97.240,97.235,97.235,122
2017/5/16,14:11:00,97.235,97.240,97.235,97.235,24
2017/5/16,14:12:00,97.230,97.230,97.210,97.210,74
2017/5/16,14:13:00,97.220,97.225,97.215,97.215,49
2017/5/16,14:14:00,97.220,97.220,97.215,97.220,21
2017/5/16,14:15:00,97.220,97.225,97.220,97.220,21
2017/5/16,14:16:00,97.220,97.220,97.210,97.220,23
2017/5/16,14:17:00,97.215,97.220,97.215,97.220,12
2017/5/16,14:18:00,97.215,97.215,97.200,97.205,40
2017/5/16,14:19:00,97.205,97.230,97.205,97.230,34
2017/5/16,14:20:00,97.230,97.230,97.225,97.225,23
2017/5/16,14:21:00,97.225,97.225,97.220,97.225,43
2017/5/16,14:22:00,97.230,97.250,97.230,97.250,57
2017/5/16,14:23:00,97.245,97.255,97.240,97.255,80
2017/5/16,14:24:00,97.260,97.270,97.250,97.265,32
2017/5/16,14:25:00,97.265,97.265,97.250,97.260,70
2017/5/16,14:26:00,97.255,97.265,97.255,97.260,35
2017/5/16,14:27:00,97.255,97.260,97.250,97.250,29
2017/5/16,14:28:00,97.255,97.255,97.250,97.255,40
2017/5/16,14:29:00,97.260,97.260,97.255,97.255,2
2017/5/16,14:30:00,97.255,97.255,97.250,97.250,30
2017/5/16,14:31:00,97.250,97.255,97.250,97.250,13
2017/5/16,14:32:00,97.250,97.260,97.250,97.260,64
2017/5/16,14:33:00,97.260,97.265,97.255,97.265,68
2017/5/16,14:34:00,97.270,97.270,97.255,97.255,19
2017/5/16,14:35:00,97.255,97.255,97.255,97.255,5
2017/5/16,14:36:00,97.255,97.255,97.250,97.250,33
2017/5/16,14:37:00,97.255,97.255,97.255,97.255,4
2017/5/16,14:38:00,97.250,97.260,97.250,97.260,70
2017/5/16,14:39:00,97.260,97.260,97.255,97.260,60
2017/5/16,14:40:00,97.260,97.265,97.260,97.265,58
2017/5/16,14:41:00,97.270,97.275,97.265,97.275,29
2017/5/16,14:42:00,97.275,97.275,97.270,97.270,68
2017/5/16,14:43:00,97.275,97.280,97.275,97.280,18
2017/5/16,14:44:00,97.275,97.275,97.260,97.260,44
2017/5/16,14:45:00,97.260,97.270,97.260,97.270,14
2017/5/16,14:46:00,97.270,97.280,97.265,97.280,41
2017/5/16,14:47:00,97.275,97.280,97.270,97.270,35
2017/5/16,14:48:00,97.270,97.270,97.270,97.270,7
2017/5/16,14:49:00,97.270,97.275,97.270,97.275,8
2017/5/16,14:50:00,97.275,97.275,97.270,97.270,48
2017/5/16,14:51:00,97.265,97.270,97.265,97.270,25
2017/5/16,14:52:00,97.270,97.275,97.265,97.270,31
2017/5/16,14:53:00,97.265,97.270,97.265,97.270,21
2017/5/16,14:54:00,97.270,97.275,97.270,97.275,16
2017/5/16,14:55:00,97.280,97.285,97.270,97.285,72
2017/5/16,14:56:00,97.285,97.285,97.270,97.270,60
2017/5/16,14:57:00,97.275,97.275,97.270,97.270,5
2017/5/16,14:58:00,97.270,97.275,97.265,97.270,17
2017/5/16,14:59:00,97.270,97.270,97.260,97.265,77
2017/5/16,15:00:00,97.265,97.270,97.260,97.270,28
2017/5/16,15:01:00,97.270,97.270,97.270,97.270,32
2017/5/16,15:02:00,97.270,97.270,97.265,97.265,26
2017/5/16,15:03:00,97.270,97.280,97.270,97.280,6
2017/5/16,15:04:00,97.275,97.280,97.270,97.270,18
2017/5/16,15:05:00,97.270,97.275,97.270,97.275,22
2017/5/16,15:06:00,97.275,97.280,97.270,97.275,44
2017/5/16,15:07:00,97.275,97.280,97.275,97.280,42
2017/5/16,15:08:00,97.280,97.295,97.280,97.295,75
2017/5/16,15:09:00,97.290,97.290,97.280,97.280,15
2017/5/16,15:10:00,97.285,97.285,97.280,97.280,50
2017/5/16,15:11:00,97.275,97.295,97.275,97.295,78
2017/5/16,15:12:00,97.290,97.300,97.290,97.300,24
2017/5/16,15:13:00,97.300,97.305,97.295,97.305,30
2017/5/16,15:14:00,97.300,97.335,97.300,97.330,196
2017/5/16,15:15:00,97.330,97.350,97.310,97.345,161
2017/5/17,09:16:00,97.275,97.370,97.275,97.355,123
2017/5/17,09:17:00,97.350,97.355,97.315,97.320,75
2017/5/17,09:18:00,97.320,97.320,97.290,97.295,132
2017/5/17,09:19:00,97.290,97.295,97.275,97.275,193
2017/5/17,09:20:00,97.275,97.275,97.250,97.260,112
2017/5/17,09:21:00,97.260,97.270,97.255,97.255,119
2017/5/17,09:22:00,97.265,97.270,97.255,97.260,36
2017/5/17,09:23:00,97.260,97.260,97.245,97.250,98
2017/5/17,09:24:00,97.240,97.255,97.235,97.250,92
2017/5/17,09:25:00,97.255,97.260,97.255,97.255,34
2017/5/17,09:26:00,97.250,97.270,97.250,97.265,31
2017/5/17,09:27:00,97.260,97.280,97.255,97.270,76
2017/5/17,09:28:00,97.275,97.280,97.265,97.270,95
2017/5/17,09:29:00,97.270,97.290,97.270,97.290,22
2017/5/17,09:30:00,97.290,97.305,97.285,97.295,56
2017/5/17,09:31:00,97.290,97.305,97.290,97.300,62
2017/5/17,09:32:00,97.300,97.315,97.300,97.315,71
2017/5/17,09:33:00,97.315,97.315,97.300,97.300,31
2017/5/17,09:34:00,97.295,97.295,97.295,97.295,15
2017/5/17,09:35:00,97.295,97.300,97.290,97.295,39
2017/5/17,09:36:00,97.295,97.315,97.295,97.310,41
2017/5/17,09:37:00,97.310,97.310,97.300,97.300,27
2017/5/17,09:38:00,97.300,97.300,97.295,97.295,26
2017/5/17,09:39:00,97.295,97.295,97.295,97.295,18
2017/5/17,09:40:00,97.295,97.305,97.295,97.305,32
2017/5/17,09:41:00,97.310,97.320,97.300,97.310,44
2017/5/17,09:42:00,97.310,97.320,97.310,97.310,12
2017/5/17,09:43:00,97.310,97.320,97.305,97.320,16
2017/5/17,09:44:00,97.320,97.320,97.315,97.320,27
2017/5/17,09:45:00,97.320,97.350,97.320,97.350,88
2017/5/17,09:46:00,97.345,97.390,97.345,97.370,204
2017/5/17,09:47:00,97.380,97.385,97.370,97.375,71
2017/5/17,09:48:00,97.375,97.375,97.355,97.355,87
2017/5/17,09:49:00,97.355,97.365,97.355,97.355,36
2017/5/17,09:50:00,97.350,97.365,97.350,97.365,90
2017/5/17,09:51:00,97.365,97.365,97.360,97.360,47
2017/5/17,09:52:00,97.365,97.365,97.360,97.360,40
2017/5/17,09:53:00,97.360,97.365,97.360,97.365,29
2017/5/17,09:54:00,97.365,97.370,97.365,97.370,46
2017/5/17,09:55:00,97.370,97.385,97.365,97.380,116
2017/5/17,09:56:00,97.380,97.385,97.380,97.385,75
2017/5/17,09:57:00,97.385,97.390,97.380,97.385,90
2017/5/17,09:58:00,97.385,97.385,97.380,97.380,35
2017/5/17,09:59:00,97.380,97.385,97.380,97.380,47
2017/5/17,10:00:00,97.380,97.380,97.380,97.380,47
2017/5/17,10:01:00,97.380,97.395,97.380,97.395,78
2017/5/17,10:02:00,97.390,97.390,97.365,97.365,113
2017/5/17,10:03:00,97.370,97.370,97.355,97.355,57
2017/5/17,10:04:00,97.355,97.370,97.355,97.365,46
2017/5/17,10:05:00,97.365,97.365,97.360,97.360,13
2017/5/17,10:06:00,97.365,97.365,97.350,97.355,60
2017/5/17,10:07:00,97.355,97.355,97.330,97.330,63
2017/5/17,10:08:00,97.335,97.335,97.330,97.330,31
2017/5/17,10:09:00,97.335,97.345,97.330,97.340,58
2017/5/17,10:10:00,97.340,97.345,97.340,97.340,39
2017/5/17,10:11:00,97.340,97.345,97.340,97.345,27
2017/5/17,10:12:00,97.345,97.345,97.345,97.345,5
2017/5/17,10:13:00,97.340,97.340,97.340,97.340,9
2017/5/17,10:14:00,97.340,97.340,97.335,97.335,7
2017/5/17,10:15:00,97.335,97.335,97.325,97.325,19
2017/5/17,10:16:00,97.325,97.340,97.325,97.330,38
2017/5/17,10:17:00,97.335,97.345,97.335,97.345,22
2017/5/17,10:18:00,97.350,97.355,97.340,97.340,55
2017/5/17,10:19:00,97.335,97.335,97.325,97.330,16
2017/5/17,10:20:00,97.330,97.340,97.330,97.340,21
2017/5/17,10:21:00,97.340,97.345,97.335,97.335,32
2017/5/17,10:22:00,97.335,97.335,97.335,97.335,12
2017/5/17,10:23:00,97.335,97.340,97.335,97.340,23
2017/5/17,10:24:00,97.335,97.340,97.330,97.335,33
2017/5/17,10:25:00,97.335,97.340,97.335,97.335,22
2017/5/17,10:26:00,97.335,97.340,97.335,97.335,35
2017/5/17,10:27:00,97.335,97.340,97.320,97.320,40
2017/5/17,10:28:00,97.320,97.325,97.305,97.315,56
2017/5/17,10:29:00,97.315,97.315,97.310,97.310,49
2017/5/17,10:30:00,97.305,97.315,97.305,97.315,50
2017/5/17,10:31:00,97.315,97.315,97.310,97.310,28
2017/5/17,10:32:00,97.315,97.315,97.305,97.305,31
2017/5/17,10:33:00,97.305,97.305,97.295,97.300,64
2017/5/17,10:34:00,97.300,97.300,97.290,97.295,65
2017/5/17,10:35:00,97.290,97.290,97.285,97.290,26
2017/5/17,10:36:00,97.290,97.300,97.275,97.275,62
2017/5/17,10:37:00,97.280,97.280,97.275,97.275,18
2017/5/17,10:38:00,97.280,97.280,97.270,97.275,47
2017/5/17,10:39:00,97.275,97.275,97.270,97.275,23
2017/5/17,10:40:00,97.275,97.275,97.265,97.275,37
2017/5/17,10:41:00,97.270,97.280,97.270,97.275,32
2017/5/17,10:42:00,97.275,97.285,97.275,97.285,24
2017/5/17,10:43:00,97.285,97.285,97.265,97.265,69
2017/5/17,10:44:00,97.260,97.275,97.260,97.270,54
2017/5/17,10:45:00,97.270,97.270,97.245,97.245,71
2017/5/17,10:46:00,97.245,97.255,97.235,97.255,113
2017/5/17,10:47:00,97.255,97.255,97.245,97.250,24
2017/5/17,10:48:00,97.255,97.260,97.255,97.260,28
2017/5/17,10:49:00,97.260,97.260,97.260,97.260,5
2017/5/17,10:50:00,97.265,97.265,97.260,97.260,11
2017/5/17,10:51:00,97.260,97.260,97.260,97.260,1
2017/5/17,10:52:00,97.260,97.260,97.260,97.260,12
2017/5/17,10:53:00,97.260,97.260,97.250,97.250,7
2017/5/17,10:54:00,97.250,97.260,97.245,97.260,25
2017/5/17,10:55:00,97.260,97.265,97.255,97.260,22
2017/5/17,10:56:00,97.260,97.275,97.260,97.265,37
2017/5/17,10:57:00,97.265,97.270,97.265,97.270,16
2017/5/17,10:58:00,97.270,97.270,97.265,97.270,26
2017/5/17,10:59:00,97.275,97.275,97.275,97.275,21
2017/5/17,11:00:00,97.275,97.285,97.275,97.285,56
2017/5/17,11:01:00,97.280,97.280,97.260,97.260,17
2017/5/17,11:02:00,97.260,97.265,97.260,97.265,21
2017/5/17,11:03:00,97.265,97.270,97.265,97.270,25
2017/5/17,11:04:00,97.265,97.265,97.255,97.255,38
2017/5/17,11:05:00,97.255,97.255,97.240,97.240,53
2017/5/17,11:06:00,97.235,97.235,97.210,97.225,140
2017/5/17,11:07:00,97.225,97.230,97.220,97.220,62
2017/5/17,11:08:00,97.225,97.230,97.225,97.225,51
2017/5/17,11:09:00,97.230,97.235,97.225,97.230,41
2017/5/17,11:10:00,97.230,97.230,97.190,97.200,194
2017/5/17,11:11:00,97.190,97.215,97.190,97.215,70
2017/5/17,11:12:00,97.215,97.215,97.205,97.210,12
2017/5/17,11:13:00,97.210,97.210,97.200,97.210,21
2017/5/17,11:14:00,97.210,97.210,97.205,97.210,19
2017/5/17,11:15:00,97.210,97.210,97.200,97.200,36
2017/5/17,11:16:00,97.195,97.195,97.170,97.175,202
2017/5/17,11:17:00,97.170,97.180,97.165,97.180,73
2017/5/17,11:18:00,97.185,97.185,97.175,97.180,29
2017/5/17,11:19:00,97.180,97.190,97.180,97.185,11
2017/5/17,11:20:00,97.190,97.190,97.180,97.180,30
2017/5/17,11:21:00,97.185,97.185,97.165,97.165,45
2017/5/17,11:22:00,97.165,97.175,97.155,97.175,78
2017/5/17,11:23:00,97.175,97.180,97.170,97.175,34
2017/5/17,11:24:00,97.170,97.180,97.170,97.170,34
2017/5/17,11:25:00,97.165,97.180,97.160,97.160,39
2017/5/17,11:26:00,97.155,97.180,97.150,97.175,97
2017/5/17,11:27:00,97.175,97.185,97.170,97.185,51
2017/5/17,11:28:00,97.185,97.200,97.175,97.195,45
2017/5/17,11:29:00,97.200,97.215,97.195,97.215,144
2017/5/17,11:30:00,97.215,97.240,97.215,97.235,218
2017/5/17,13:01:00,97.170,97.190,97.130,97.165,256
2017/5/17,13:02:00,97.165,97.175,97.150,97.175,139
2017/5/17,13:03:00,97.180,97.180,97.155,97.155,107
2017/5/17,13:04:00,97.155,97.155,97.135,97.140,117
2017/5/17,13:05:00,97.135,97.145,97.125,97.145,57
2017/5/17,13:06:00,97.145,97.160,97.145,97.160,115
2017/5/17,13:07:00,97.155,97.175,97.155,97.175,65
2017/5/17,13:08:00,97.175,97.190,97.170,97.180,126
2017/5/17,13:09:00,97.185,97.185,97.180,97.185,74
2017/5/17,13:10:00,97.190,97.190,97.170,97.170,94
2017/5/17,13:11:00,97.170,97.185,97.165,97.185,78
2017/5/17,13:12:00,97.185,97.185,97.170,97.170,171
2017/5/17,13:13:00,97.170,97.175,97.165,97.175,52
2017/5/17,13:14:00,97.175,97.190,97.175,97.185,110
2017/5/17,13:15:00,97.190,97.190,97.170,97.175,102
2017/5/17,13:16:00,97.165,97.180,97.160,97.175,177
2017/5/17,13:17:00,97.175,97.195,97.175,97.195,133
2017/5/17,13:18:00,97.200,97.205,97.195,97.200,127
2017/5/17,13:19:00,97.200,97.200,97.195,97.195,145
2017/5/17,13:20:00,97.195,97.200,97.190,97.195,39
2017/5/17,13:21:00,97.195,97.200,97.190,97.190,75
2017/5/17,13:22:00,97.190,97.190,97.185,97.185,50
2017/5/17,13:23:00,97.180,97.180,97.175,97.175,39
2017/5/17,13:24:00,97.180,97.185,97.180,97.180,17
2017/5/17,13:25:00,97.185,97.185,97.175,97.175,28
2017/5/17,13:26:00,97.175,97.190,97.170,97.180,59
2017/5/17,13:27:00,97.180,97.185,97.180,97.185,71
2017/5/17,13:28:00,97.180,97.185,97.175,97.180,17
2017/5/17,13:29:00,97.180,97.185,97.180,97.185,33
2017/5/17,13:30:00,97.185,97.185,97.170,97.170,47
2017/5/17,13:31:00,97.170,97.170,97.160,97.165,35
2017/5/17,13:32:00,97.165,97.170,97.165,97.170,9
2017/5/17,13:33:00,97.170,97.175,97.155,97.155,61
2017/5/17,13:34:00,97.155,97.170,97.155,97.165,128
2017/5/17,13:35:00,97.160,97.165,97.150,97.160,64
2017/5/17,13:36:00,97.160,97.165,97.160,97.165,28
2017/5/17,13:37:00,97.170,97.190,97.170,97.185,82
2017/5/17,13:38:00,97.190,97.215,97.190,97.215,119
2017/5/17,13:39:00,97.210,97.215,97.205,97.205,79
2017/5/17,13:40:00,97.200,97.215,97.200,97.215,52
2017/5/17,13:41:00,97.215,97.255,97.215,97.255,266
2017/5/17,13:42:00,97.250,97.265,97.250,97.260,166
2017/5/17,13:43:00,97.260,97.270,97.255,97.255,121
2017/5/17,13:44:00,97.255,97.255,97.235,97.235,67
2017/5/17,13:45:00,97.235,97.240,97.225,97.230,74
2017/5/17,13:46:00,97.235,97.240,97.230,97.230,54
2017/5/17,13:47:00,97.230,97.230,97.220,97.225,38
2017/5/17,13:48:00,97.225,97.230,97.225,97.230,22
2017/5/17,13:49:00,97.230,97.240,97.225,97.225,26
2017/5/17,13:50:00,97.225,97.240,97.225,97.235,42
2017/5/17,13:51:00,97.230,97.240,97.230,97.240,39
2017/5/17,13:52:00,97.245,97.250,97.240,97.240,27
2017/5/17,13:53:00,97.235,97.235,97.220,97.220,31
2017/5/17,13:54:00,97.220,97.225,97.205,97.210,46
2017/5/17,13:55:00,97.215,97.215,97.210,97.210,30
2017/5/17,13:56:00,97.220,97.225,97.215,97.220,30
2017/5/17,13:57:00,97.220,97.230,97.220,97.225,37
2017/5/17,13:58:00,97.225,97.225,97.205,97.210,71
2017/5/17,13:59:00,97.205,97.210,97.170,97.170,135
2017/5/17,14:00:00,97.180,97.195,97.170,97.185,35
2017/5/17,14:01:00,97.185,97.190,97.180,97.190,59
2017/5/17,14:02:00,97.185,97.195,97.185,97.195,33
2017/5/17,14:03:00,97.190,97.190,97.180,97.185,26
2017/5/17,14:04:00,97.190,97.195,97.190,97.190,12
2017/5/17,14:05:00,97.190,97.195,97.185,97.185,98
2017/5/17,14:06:00,97.180,97.180,97.170,97.170,98
2017/5/17,14:07:00,97.170,97.170,97.160,97.160,85
2017/5/17,14:08:00,97.170,97.185,97.155,97.180,173
2017/5/17,14:09:00,97.185,97.190,97.170,97.180,104
2017/5/17,14:10:00,97.185,97.185,97.165,97.165,69
2017/5/17,14:11:00,97.160,97.170,97.160,97.165,105
2017/5/17,14:12:00,97.165,97.170,97.165,97.170,13
2017/5/17,14:13:00,97.170,97.170,97.165,97.165,4
2017/5/17,14:14:00,97.170,97.215,97.170,97.205,170
2017/5/17,14:15:00,97.205,97.210,97.185,97.190,44
2017/5/17,14:16:00,97.195,97.205,97.185,97.195,47
2017/5/17,14:17:00,97.195,97.205,97.195,97.205,38
2017/5/17,14:18:00,97.200,97.200,97.195,97.200,65
2017/5/17,14:19:00,97.200,97.215,97.200,97.215,55
2017/5/17,14:20:00,97.215,97.245,97.215,97.245,105
2017/5/17,14:21:00,97.250,97.255,97.220,97.220,86
2017/5/17,14:22:00,97.230,97.250,97.225,97.250,86
2017/5/17,14:23:00,97.250,97.270,97.250,97.265,158
2017/5/17,14:24:00,97.270,97.270,97.255,97.255,63
2017/5/17,14:25:00,97.255,97.255,97.250,97.250,67
2017/5/17,14:26:00,97.255,97.265,97.255,97.260,55
2017/5/17,14:27:00,97.260,97.265,97.260,97.265,20
2017/5/17,14:28:00,97.265,97.270,97.260,97.265,74
2017/5/17,14:29:00,97.265,97.265,97.225,97.225,81
2017/5/17,14:30:00,97.220,97.240,97.220,97.240,53
2017/5/17,14:31:00,97.245,97.255,97.245,97.245,52
2017/5/17,14:32:00,97.240,97.255,97.240,97.255,34
2017/5/17,14:33:00,97.260,97.270,97.255,97.270,98
2017/5/17,14:34:00,97.270,97.300,97.270,97.295,180
2017/5/17,14:35:00,97.300,97.310,97.295,97.305,128
2017/5/17,14:36:00,97.310,97.310,97.290,97.295,166
2017/5/17,14:37:00,97.295,97.295,97.280,97.280,61
2017/5/17,14:38:00,97.280,97.290,97.270,97.270,64
2017/5/17,14:39:00,97.275,97.275,97.265,97.270,33
2017/5/17,14:40:00,97.270,97.285,97.270,97.275,24
2017/5/17,14:41:00,97.280,97.280,97.255,97.255,43
2017/5/17,14:42:00,97.260,97.260,97.245,97.255,20
2017/5/17,14:43:00,97.255,97.260,97.250,97.250,19
2017/5/17,14:44:00,97.250,97.260,97.250,97.250,15
2017/5/17,14:45:00,97.250,97.265,97.250,97.255,36
2017/5/17,14:46:00,97.265,97.270,97.250,97.255,42
2017/5/17,14:47:00,97.255,97.255,97.235,97.235,52
2017/5/17,14:48:00,97.230,97.230,97.215,97.215,122
2017/5/17,14:49:00,97.215,97.225,97.210,97.225,40
2017/5/17,14:50:00,97.220,97.230,97.205,97.210,100
2017/5/17,14:51:00,97.215,97.235,97.200,97.235,74
2017/5/17,14:52:00,97.235,97.245,97.235,97.245,40
2017/5/17,14:53:00,97.240,97.240,97.220,97.235,77
2017/5/17,14:54:00,97.230,97.240,97.230,97.230,47
2017/5/17,14:55:00,97.230,97.240,97.230,97.235,38
2017/5/17,14:56:00,97.235,97.260,97.235,97.260,90
2017/5/17,14:57:00,97.250,97.255,97.245,97.245,20
2017/5/17,14:58:00,97.240,97.250,97.240,97.245,13
2017/5/17,14:59:00,97.250,97.255,97.250,97.255,5
2017/5/17,15:00:00,97.250,97.255,97.245,97.250,19
2017/5/17,15:01:00,97.250,97.275,97.250,97.270,30
2017/5/17,15:02:00,97.270,97.290,97.270,97.275,78
2017/5/17,15:03:00,97.275,97.275,97.265,97.270,50
2017/5/17,15:04:00,97.270,97.270,97.265,97.270,10
2017/5/17,15:05:00,97.265,97.275,97.260,97.270,36
2017/5/17,15:06:00,97.275,97.285,97.275,97.285,54
2017/5/17,15:07:00,97.285,97.285,97.260,97.265,63
2017/5/17,15:08:00,97.270,97.285,97.270,97.275,56
2017/5/17,15:09:00,97.270,97.280,97.270,97.280,21
2017/5/17,15:10:00,97.270,97.275,97.270,97.275,16
2017/5/17,15:11:00,97.275,97.280,97.270,97.270,10
2017/5/17,15:12:00,97.270,97.270,97.270,97.270,20
2017/5/17,15:13:00,97.265,97.265,97.250,97.250,60
2017/5/17,15:14:00,97.250,97.260,97.240,97.260,93
2017/5/17,15:15:00,97.255,97.290,97.245,97.290,39
2017/5/18,09:16:00,97.360,97.420,97.360,97.380,274
2017/5/18,09:17:00,97.385,97.395,97.370,97.390,117
2017/5/18,09:18:00,97.385,97.450,97.385,97.450,123
2017/5/18,09:19:00,97.440,97.475,97.400,97.415,161
2017/5/18,09:20:00,97.405,97.425,97.405,97.425,80
2017/5/18,09:21:00,97.420,97.425,97.390,97.390,96
2017/5/18,09:22:00,97.385,97.390,97.380,97.385,80
2017/5/18,09:23:00,97.390,97.400,97.385,97.390,44
2017/5/18,09:24:00,97.390,97.400,97.365,97.365,122
2017/5/18,09:25:00,97.365,97.380,97.360,97.375,140
2017/5/18,09:26:00,97.370,97.380,97.355,97.360,85
2017/5/18,09:27:00,97.360,97.375,97.345,97.365,90
2017/5/18,09:28:00,97.360,97.370,97.350,97.365,74
2017/5/18,09:29:00,97.365,97.365,97.335,97.345,72
2017/5/18,09:30:00,97.345,97.345,97.325,97.340,90
2017/5/18,09:31:00,97.340,97.370,97.340,97.360,83
2017/5/18,09:32:00,97.365,97.370,97.340,97.350,76
2017/5/18,09:33:00,97.350,97.360,97.350,97.360,45
2017/5/18,09:34:00,97.355,97.375,97.355,97.355,81
2017/5/18,09:35:00,97.365,97.365,97.345,97.355,60
2017/5/18,09:36:00,97.360,97.360,97.345,97.345,34
2017/5/18,09:37:00,97.345,97.350,97.345,97.350,20
2017/5/18,09:38:00,97.350,97.350,97.350,97.350,5
2017/5/18,09:39:00,97.345,97.350,97.345,97.350,13
2017/5/18,09:40:00,97.350,97.360,97.350,97.360,43
2017/5/18,09:41:00,97.360,97.360,97.355,97.360,21
2017/5/18,09:42:00,97.360,97.360,97.360,97.360,6
2017/5/18,09:43:00,97.365,97.380,97.365,97.380,33
2017/5/18,09:44:00,97.375,97.385,97.375,97.375,41
2017/5/18,09:45:00,97.380,97.400,97.375,97.400,85
2017/5/18,09:46:00,97.400,97.410,97.400,97.410,83
2017/5/18,09:47:00,97.410,97.415,97.390,97.395,66
2017/5/18,09:48:00,97.390,97.400,97.370,97.380,50
2017/5/18,09:49:00,97.380,97.405,97.380,97.405,80
2017/5/18,09:50:00,97.410,97.435,97.405,97.425,62
2017/5/18,09:51:00,97.425,97.430,97.415,97.415,43
2017/5/18,09:52:00,97.420,97.430,97.420,97.430,35
2017/5/18,09:53:00,97.430,97.435,97.430,97.435,59
2017/5/18,09:54:00,97.435,97.445,97.430,97.445,98
2017/5/18,09:55:00,97.430,97.435,97.410,97.415,34
2017/5/18,09:56:00,97.415,97.425,97.415,97.420,21
2017/5/18,09:57:00,97.420,97.420,97.415,97.415,44
2017/5/18,09:58:00,97.410,97.410,97.400,97.405,72
2017/5/18,09:59:00,97.410,97.410,97.400,97.405,16
2017/5/18,10:00:00,97.405,97.405,97.395,97.395,31
2017/5/18,10:01:00,97.395,97.420,97.395,97.420,95
2017/5/18,10:02:00,97.420,97.425,97.420,97.420,63
2017/5/18,10:03:00,97.415,97.420,97.410,97.420,9
2017/5/18,10:04:00,97.420,97.420,97.405,97.405,12
2017/5/18,10:05:00,97.410,97.410,97.400,97.400,33
2017/5/18,10:06:00,97.405,97.405,97.400,97.400,45
2017/5/18,10:07:00,97.400,97.410,97.395,97.410,25
2017/5/18,10:08:00,97.410,97.410,97.410,97.410,2
2017/5/18,10:09:00,97.405,97.410,97.405,97.410,6
2017/5/18,10:10:00,97.405,97.405,97.400,97.400,25
2017/5/18,10:11:00,97.395,97.395,97.385,97.390,29
2017/5/18,10:12:00,97.390,97.390,97.380,97.380,45
2017/5/18,10:13:00,97.380,97.380,97.370,97.375,16
2017/5/18,10:14:00,97.375,97.375,97.375,97.375,18
2017/5/18,10:15:00,97.380,97.380,97.360,97.360,46
2017/5/18,10:16:00,97.365,97.375,97.365,97.375,62
2017/5/18,10:17:00,97.370,97.380,97.370,97.380,16
2017/5/18,10:18:00,97.380,97.385,97.380,97.380,37
2017/5/18,10:19:00,97.375,97.380,97.375,97.380,20
2017/5/18,10:20:00,97.385,97.385,97.370,97.370,30
2017/5/18,10:21:00,97.370,97.375,97.370,97.375,22
2017/5/18,10:22:00,97.370,97.375,97.365,97.365,21
2017/5/18,10:23:00,97.365,97.365,97.350,97.350,41
2017/5/18,10:24:00,97.350,97.355,97.315,97.315,125
2017/5/18,10:25:00,97.315,97.340,97.310,97.330,52
2017/5/18,10:26:00,97.330,97.335,97.320,97.335,44
2017/5/18,10:27:00,97.335,97.335,97.330,97.330,39
